,clean_tweet,label
1049,المدير العام لمنظمة الصحة العالمية​ تيدروس غيبريسوس : التوصل إلى لقاح ضد ​فيروس كورونا​ بات قريباً، وتوقع أن يكون اللقاح جاهزاً أواخر العام الجاري أو مطلع العام القادم نقوم بدراسة لقاحات موجودة لديها، بانتظار لقاحات أخرى ,Pro-vaccine
1057,كنت لأقترح على طبيب الأسرة أن يسأل متابعيه إن كانوا سيجازفون بأخذ لقاح تجريبي لا سبيل اليوم لمعرفة آثاره السلبية الجانبية وتأثيراته غير المحددة، أو فعاليته الواقعية، وفي ظل غياب قدرتهم على مقاضاة المصنع حال حدوث أضرار التطعيم هل تجازف خوفا من فيروس غير ممرض في ٪ من حامليه ,Anti-vaccine
1076,من بدت أزمة كورونا ومنظمة الصحة العالمية ماسمعنا منهم خبر يفتح النفس واخبارهم تضيق الخلق ومتضاربة اليوم بس قرينا خبر جميل منهم بتوفر اللقاح لهذا الوباء الله ينفع به اللهم إشف مرضانا ومرضى المسلمين والعالم أجمع,Pro-vaccine
1081,لاحظوا ابنة بوتين تأخذ حقنه علاج كورونا بدون نزع غطاء الحقنه وهم روسيا ,Anti-vaccine
1107,متداول بأن وزير الصحة الروسي أعلن عن زيادة انتاج تطعيم في أكتوبر الخبر معاد صياغته لما طرح مع بداية ظهور اخبار رسمية عن المرحلة الأولى التغريدة المقتبسة التطعيم المزعوم في طور التجارب سيتاح تجريبيا للعامة كمرحلة ثالثة تزايد الانتاج أمر طبيعي في حال ظهور نتائج إيجابية ,Pro-vaccine
1156, وزارة الصحة : تعتبر التطعيمات اللقاحات من تدابير الصحة العامة الأكثر نجاحاً وفعالية للوقاية من الأمراض المعدية والتقليل من معدلات الوفيات الناتجة عن تلك الأمراض ,Pro-vaccine
1170, اللقاح اذا غطى اكثر مو سبعين بالمية من المجتمع راح يموت الڤايروس لان مايقدر ينتشر,Pro-vaccine
1178,من مكونات التطعيم بقايا خلايا اجنه مجهضه تسمى MRC وتستخدم كمستزرع للفيروسات والبكتيريا المستخدمه في التطعيمولايوجد طريقه تضمن فصل الفيروسات عن خلايا الاجنه وبالتالي كل تطعيم يحوي هذه الماده MRC خطر جداً ومسرطن حتى لو كان اجهاض الطفل بشكل قانوني هذا لايمنع الخطر من القاح ,Anti-vaccine
1194,ديوان المحاسبة يوافق على التعاقد مع منظمة GAVI العالمية لتوفير لقاح كورونا ,Pro-vaccine
1220,توقيع اتفاقية بين استرازينيكا و حكومتي الأرجنتينوالمكسيك لنقل التكنلوجيا و تصنيع تطعيم AZD تطعيم أوكسفورد التطعيم يصنع في يغلف في ليغطي كل أمريكا الجنوبية، باستثناء متوقع طرح التطعيم في النصف الأول من ,Pro-vaccine
1240,شركة موديرنا تعلن عن رصد نتائج أكثر منمشارك في التجارب الإكلينيكية لتطعيم mrna وتسليم النتائج للجنة سلامة البيانات لتدقيقها و تحليلها قبل نشر النتائج نحن على موعد لنتائج أولية لتطعيم جديد في الأيام القليلة القادمة إن شاء الله ,Pro-vaccine
1252,اذا وصل اللقاح مو بس باخذة إلا بقطرة بعيني و بصبه بإذني,Pro-vaccine
1257, للاسف القبس مازالت تروج لقرائها اللقاح الذي قد يسبب لهم الشلل والعقم ولاطفالهم التوحد يبدو ان القبس متخلفه في بحثها الطبي او تتغافل عن الحركه العالميه القويه المناهضه للقاح لمصالح ملاكها التجاريه الشعب الكويتي سابقكم بوعيه,Anti-vaccine
1289,اخبار جيدة ومن الصين صحيفة القبس/ لقاح كورونا الصيني سيكون متاحاً نهاية شركة الصين الدوائية: قادرون على إنتاج مليون جرعة في العام الواحد اللقاح قد يصل سعره إلى دولارًا عبر تطبيق نبض ,Pro-vaccine
1298, أخبار جيدة: شركة بفايزر pfizer تعلن عن توصل إلى لقاح فعال بنسبة لفيروس COVID متوقع ان يحصل على موافقة FDA خلال شهرين,Pro-vaccine
1324,عاجل وزارة الصحة الروسية: اللقاح الروسي ضد فيروس كورونا المستجد؛ دخل مرحلة الاختبارات النهائية، ومن المتوقع تسجيله رسمياً الأسبوع المقبل انترفاكس ,Pro-vaccine
1340, ديروبالكم من اللقاح الروسي لكرونا ترى ممكن له أثار خطيره وغير فعال لأن صاحبه بوتين اللعين كذاب يبحث عن مكاسب سياسيه وماديه وهذا الدليل ,Anti-vaccine
1343,ناس ماتت وناس مريضة وناس نخرب بيتها من الكورونا والكرة الارضية مسكره ومختبرات العالم تشتغل ليل نهار عشان والخانم تقول اعلنها انا غير موافقة اشق هدومي ,Pro-vaccine
1349,تطعيم جونسونampجونسون /اختيار المركب المناسب كتطعيم AdCOVS /بداية التجارب الإكلينيكية المرحلة+علىشخص فيو /دراسة علىبينت فاعلية التطعيم للوقاية من كوفيد ,Pro-vaccine
1361,ميزتان في لقاح موديرنا: انه يمكن تخزينه لمدة تصل الى أشهر عند درجة مئوية تحت الصفر فهرنهايت ، ويمكن الاحتفاظ به في درجات حرارة الثلاجة العادية من إلى درجات مئوية لمدة يومًا ، ويمكن حفظه في درجة حرارة الغرفة لمدة تصل إلى ساعة بعد الذوبان ,Pro-vaccine
1362,روسيا اعلنت نجاح اللقاح عطهم يومين الكل يطلع ويعلن نجاح اللقاح الي عنده ,Pro-vaccine
1364, ترى ما قال ان ما راح يلقون اللقاح الا بنهاية ، قال ان ببداية راح ينتجون عشرات الملايين من الجرعات و على ما نوصل لنهاية يتوقعون ان عدد الجرعات بيوصل مئات الملايين الى مليار جرعة بس اللقاح نفسه راح ينوجد نهاية هالسنة,Pro-vaccine
1378,هذا سؤال متكرر 🤔لماذا لايجربون التطعيم فقط داخل الدولة المصنعة الفكرة هي التجربة على أعراق وجينات مختلفة🧬، في نهاية المطاف التطعيم يهدف إلى تحفيز الجهاز المناعي، تحفيز الجهاز المناعي يعتمد على عوامل عديدة منها الجينات🧬 ببساطة: اللي يضبط عالصيني موشرط يضبط عالأفريقي ,Pro-vaccine
1382,السلطات الصحية المغربية توافق على إجراء التجارب الإكلينيكية المرحلة الثالثة لتطعيم ساينوفارم Sinopharm توسع ملحوظ للتطعيم على مستوى الأعراق🧬المختلفة التطعيم يجرب في نفس الوقت في مراحل متقدمة جدا في البحرينوالإمارات وجمهورية بيرو ,Pro-vaccine
1394,بعد ظهور نتائج أولية للقاح موديرنا في الوقاية من الحالات الشديدة بنسبة التغريدة المصورة المنتشرة بتاريخنوفمبر خاطئة معلومات خاطئة في الإنستاجرام ,Pro-vaccine
1410, الكويت لو سمحتوا لحّد يحسدني سأكون أول وحدة تأخذ اللقاح للأسباب التالية انا من الصفوف الأماميّة عمري + عندي رنجات في قلبي وأحب الدنيا والدنيا تحبني قلت أوصيكم من اللحين لحّد ينظلني ,Pro-vaccine
